review_id,occurred_at,sender,subject,company,role,candidate_application_ids,reason,source_ref,status
review-ea638c4b533a7a5d7011e8f33626c44400869bf7ef16deac4181568e2de82bce,2026-07-19T13:04:12Z,Andrea Sulbaran - Keyrus Group,We have received your application!,andrea sulbaran keyrus group,"Forward Deployed AI Engineer shortly, and get back to you as soon as possible",[],no canonical company match,aade74a22fe9e12210bda6bc68aa03d47a135d6912418fc747c360cdee67adcc,pending
review-86b5f4e55daa4ce950c249bf3b57b421b5deff055b2463a8e358e82e360a67a6,2026-07-19T18:58:03Z,[address removed],Thank you for applying to Remote,address removed,,[],no canonical company match,245e945fc741a9e7f8d7e8fddc236c36611a28c4759a6e95f14664c52e67c4c1,pending
review-60eb1a8500747ed1c35a94cade33f52639ccc7047481eaf55bac1acd3b279e3d,2026-07-20T08:25:51Z,"""Oscar Månsson - Grasp""",We have received your application!,oscar m nsson grasp,applying for the AI Engineer,[],no canonical company match,d404398756c452e33aa565f36934744b79327ced63e6ccb2ae6bc22fc48ee972,pending
review-603e4c2ca83d1e5085a0a6304c0722151942483d040adb3e3ecc0ca9ab6ad2b3,2026-07-20T09:21:03Z,[address removed],Thank you for applying to EQT Group,address removed,,[],no canonical company match,cb13daf35e65820e621a7f52bb66cc08dd1493beda3cc3530dcd50688b491629,pending
review-108d789a759f91b2d1a8388c210a1e74c3254a743b2bb2c518719f065ef2fe86,2026-07-21T04:18:33Z,Moss Talent Acquisition Team,Moss - Thanks for applying!,moss acquisition,applying for the Senior Platform Engineer (Agentic Experience) (f/m/d),[],no canonical company match,7f7256cf6996fed65773839b3c028e72a2bebfcae3c622426bb324c665b02342,pending
review-4a8e40cab192e641622587e4c5bdc825096971e023df227232e57e1aac56249e,2026-07-21T04:56:25Z,Nordea,Thank you for applying to Nordea,nordea,,"[""app-20260721-nordea-senior-data-scientist-ai-engineer-generative-ai-1878-16b2ad0e""]",ambiguous: score below 0.85,b558b55a9597d8d23328d7a89c4dfccef2c3b497c015280d550ce18a225920dd,pending
review-ca90630e50ee412bc663bf53f702f5fe27d999e7b7c68e6011e64ab56589ca19,2026-07-21T11:35:03Z,Olivier Parent,Dragonfly Candidacy Update,olivier parent,taking the time to speak with us regarding the Senior AI Engineer,[],no canonical company match,37bd382ef5452f450c6675e6f07a76cc1309aa74b1c7d5a88d8792492e76eb6f,pending
review-e1ca98a0bf036460dd9d7752007c97b6e567ef729ec2865847e6f7ea7f373125,2026-07-21T19:03:43Z,Lovable Hiring Team,Thanks for applying to Lovable!,lovable hiring,"applying for the Software Engineer, Security (AI Code)",[],no canonical company match,e7e46704c167793ea83e5dc9abbc327517858e8575bc73ea8da24b74454beb4f,pending
review-e8aa236d3bf577ff88597bf762ef5174782302009c19b3bb17a306ea94a6b34e,2026-07-23T12:09:33Z,Wise,Thank you for applying to Wise,wise,,"[""app-20260723-wise-senior-engineering-lead-generative-ai-platform-9b39df55""]",ambiguous: score below 0.85,b4109985e75a36b9e35c9779edd85f500bfcae01eb3bdbd2d4fdc9a845b9f622,pending
review-9e90b28818fdbbb5bf10fc50a07623ca6e583eb616661087139a48b2eaa707f4,2026-07-23T13:58:13Z,[address removed],Thank you for applying to Helsing,address removed,,[],no canonical company match,170c40b49dcf89a9bd8be17fe8e901caf54793e10e4d2d5398c873cdfc085bb3,pending
review-cd4152118be47f074282ce7d5a60bf58118644f8981d16665839f37bb45b1511,2026-07-23T14:16:03Z,[address removed],Thank you for applying to DoiT - Here’s what to expect!,address removed,,[],no canonical company match,94109fea155e34821f075e85abf76d2c1be14cfab57e0e04b0c19e8b146d7362,pending
review-302f8551dd56dabbd363607a2a34fed04e64ff8bcc5166c3a67198c88ddb1a2f,2026-07-23T14:23:27Z,Recruitment Team,Senior AI Engineer Application Received: Confirmation Email,recruitment,the,[],no canonical company match,79fab9722c0268814835231f5667fe061e026e2d82f5edc4479b0e779ca7527e,pending
review-0e6c9cc0b0fba4ee4df4f8689ca6140f49d225456e9d97d028902735e7f4a4b9,2026-07-25T21:11:15Z,Lovable Hiring Team,Lovable Application Update,lovable hiring,"applying for the Software Engineer, Security (AI Code)",[],no canonical company match,63f71f7e3b30c99b83152d1a2a995589b2050bf37671b6d2b042d499291756b0,pending
review-7bae257c66ced5e5982096d1b2465b1b1d92b97b491bf03256f3dccaa3065d45,2026-07-27T07:36:08Z,Moss Talent Acquisition Team,Moss - Application Update,moss acquisition,,[],no canonical company match,dfe21c4a88fb4b0d39c64bcef4779e8e1dbca1f2300f8b03cca37bd966c3d789,pending
review-4f8a80c7461a1189ea19c2d3e705ee7e7778921d63e9990be700f7810ade4926,2026-07-27T09:33:03Z,[address removed],Regarding your Helsing application,address removed,Staff Software Engineer,[],no canonical company match,600f6733f5f74070d44abdb6328531b413177d69101a36655329a340968ddb0c,pending
review-940a1e9fc8ca9baf7774fe3996bf738b4b37479df820838cef5379df52af15b0,2026-07-28T10:36:45Z,SEB,Feedback from SEB,seb,the,[],no canonical company match,9bc08e6cb9df1ab5da5c5bb29e365005f5811dbccd0e7d9e62bfbc3a7923e2a3,pending
review-b9f7ce2ed3f2e11b478e0074cc04fdc1c18e0b6d65c553483216c72ab4d0b96d,2026-07-30T21:00:12Z,"""Happyrobot Inc. Hiring Team""","Application Status Update - Forward Deployed Engineer - Singapore, HappyRobot",happyrobot hiring,,[],no canonical company match,a894c5def4454d9caf39b7950ac0fcc5451a18c8671f251dddb69f13bf34a0f7,pending
review-f579b57b9ea1bc1c237aa0764ca598aedb4794e8e78f90395c370fcffa051eea,2026-08-02T09:09:02Z,[address removed],Thank you for applying to Vercel!,address removed,"Software Engineer, AI SDK",[],no canonical company match,90a939219617f7aa1be6e393de8df8986ffcbc49c6cc48021dc3bfe0e8091b43,pending
review-8a315be45bd154c723393fde3bf662bc3b8c78bdffd4877c474b5266a252706d,2026-08-04T22:07:14Z,ESTO,Thank you for applying with ESTO,esto,,"[""app-20260821-esto-ai-automation-engineer-febbd4fa""]",message predates candidate application,a7ec8af086b03f918ed204c1f415477c2897985eb43c24f5084431f9997eaf1a,pending
review-3101ae9ed8580fa4342e32edd59cb7c7e96a4a9313af63cc2c862f7f09c5eeb8,2026-08-10T16:36:46Z,Bolt Hiring Team,Thank you for applying to join Bolt Fathin!,bolt hiring,"applying for our Principal Program Manager, AI Project Charter",[],no canonical company match,66ce58893d95e694d596845a1e8300036c11af337dfc005be76b2edb43122c6d,pending
review-1ba94862a78050ba91aecd5be17414ac948aca5c2b6470a48331aa6b8eae7836,2026-08-12T06:02:07Z,Bolt Hiring Team,"Thank you for applying for the Principal Program Manager, AI Project Charter role at Bolt",bolt hiring,"your interest in the Principal Program Manager, AI Project Charter",[],no canonical company match,b5f1d02e912aad5e88394658eb5b30dfa6677f0a56c5e4f556430e727e450486,pending
review-f31c7fb09710ba70fe98fc36cb4acabdb24648f60c47e0437074c512f1737dd1,2026-08-12T16:40:12Z,LHV talenditiim,Thank you for applying to LHV!,lhv talenditiim,,[],no canonical company match,8f4fb34db98538ff3ac5ff9c2aef05b633cf899069612b72eb590d07e5e6c1b9,pending
review-d5479ea446b46d05ea5fa1de0e97513aa3eaa39e0be45095955a9f28851ef090,2026-08-15T11:45:28Z,Campus Founders gGmbH via AcceleratorApp,We received your application,campus founders ggmbh via acceleratorapp,CF Accelerator Batch 9,[],no canonical company match,a3a11d83ee4b56f9eac3707a1be26de8d37c4487b9f11843cb9030230bab0308,pending
review-bf393dab84837a48a362d6f453ddb4981430e4434f053a23f6bc33fd5cdd8ae9,2026-08-16T08:03:01Z,[address removed],Thank you for applying to Wolt!,address removed,,[],no canonical company match,60363d20a4ab42e8ada75d7c712bd8042310e150d634cb2c0a8b4c13abcf48be,pending
review-4153e8248f63f13d3971fe1f4b4883eb2c3f23645e89196b80ec0acd837b6a38,2026-08-16T09:07:45Z,Riverty,Your application as ​Software Engineer (m/f/d) is in.,riverty,applying for the,[],no canonical company match,fa73d100cd98cc25b2bb1e13fc87b28612bf36ae4a6d64998827acb10b6af100,pending
review-641d047b564ea2015eaf311cb4cf5e2fd1983b60fa54375b101e08adc83fc8fb,2026-08-16T20:17:51Z,Grete Pikani - Luminor Group,We have received your application to Luminor Group!,grete pikani luminor group,this,[],no canonical company match,9dee145e7020f0e25da6a28ecd309dd7cc03b4d277632509238c5fe0ed3c0bc2,pending
review-94dfc66e7485b272acd39064f9993f1e61c7456210394b9e12dbda8fbe5ea322,2026-08-16T20:23:26Z,Katrin Koort - Luminor Group,We have received your application to Luminor Group!,katrin koort luminor group,this,[],no canonical company match,e4787135a33c22a3f46ee77e51bf762ad6c4b678df95ce36ca41de687bb4ee0a,pending
review-c58a43286f19ab321e408b38b7606cc8e2f7a278a1bd46f92572a6ba300bf386,2026-08-16T22:19:59Z,Camunda Hiring Team,Thank you for applying to Camunda!,camunda hiring,,[],no canonical company match,0d30850de46e35d64895a90d8e86f7f36bef5d1ab2b5c9aa4420134e3d39b3b1,pending
review-75a04826acd2fdbe4d96bca8ea445788be79973bf0a7354e17cdb1222d5e82eb,2026-08-17T12:16:30Z,RobCo Talent Acquisition Team,Your application as Senior Applied AI Engineer (m/f/d) | RobCo,robco acquisition,,[],no canonical company match,9c7c3ddfb48c6061553a80848261035f7eda0b5dbb7efa417e97d6c700505b10,pending
review-5d5d836bed5f9b56971cf7e074be918cdfa8be3d2a35c30877f08fb4816f26b0,2026-08-17T12:22:02Z,Eigen Labs Hiring Team,Thank you for applying to Eigen Labs!,eigen labs hiring,,[],no canonical company match,b1788f15b0303d5d5a47dfca7cd48dcdf95f70d4691d5f3a006b58c8a3110113,pending
review-125b10632b54e5a96ea2af8ce6d72b83ffc4cecf1cb6fdd3cc452e8419883968,2026-08-20T12:21:02Z,[address removed],"Thanks for your interest in Carta, Fathin!",address removed,,[],no canonical company match,594c70768740e4daef520a3c051d099e4ca26b90af758f6bde858ed3d84a95c0,pending
review-a172537cef6ff8b6c7938386ae9b1ce6a85b8806d0f2a97e343e2ff7c5e142c8,2026-08-20T12:23:10Z,[address removed],Thank you for applying to Databricks!,address removed,Field Engineering Enablement Leader,[],no canonical company match,5e35b0add25cfb80686697da316b912876abbf54b3babf9f53c3b07871887946,pending
review-eda0aa6ace864c4964f0b3beadc1842a9d17bf5d0d87d51d23cd1e4d8a686ef7,2026-08-21T13:22:24Z,Karoliine Karu - ESTO,We've received your application! 🎉,karoliine karu esto,the,[],no canonical company match,2decd1094199aa906857686fd6a8fefaff8a80fd5b3674f00905613f14889c46,pending
review-cccc9cd3b43dace3437691de5238d8896aad270d26b1f4d44421bcf6e080fd30,2026-08-24T07:03:54Z,RobCo Talent Acquisition Team,Your Application | RobCo,robco acquisition,applying for the Senior Applied AI Engineer (m/f/d),[],no canonical company match,7ad17749719d68ef31005a7a4b49acfe36b1aed323f9ab93ad8da4a345306108,pending
review-f798d4c028cb92b799e1451a29954c9ffd015fd19738decbf8fff1001a56d2a2,2026-08-24T09:18:59Z,Riverty Hiring Team,Feedback for your application to the ​Software Engineer (m/f/d)​ role,riverty hiring,this current,[],no canonical company match,299168d5e78d395aebf1b797b618dc62810047049854dea4ff6fe37ba66e2a6d,pending
review-d9326e94195edae0cd78351dc055d82b83434fb26f26b2a89abf6511bfe4c292,2026-08-24T15:24:15Z,CyberCube Hiring Team,Thank you for applying!,cybercube hiring,applying for the Senior Full-Stack Engineer,[],no canonical company match,80f825d6bee9e9c534801b09c4dc63ae5b3e6b2cd684222fd83f9c55a72801f1,pending
review-2d0d6c08abcf5ad19b161cb6ff2cf592c6627fb246f413ed53a115b4c47a261c,2026-08-24T16:10:21Z,[address removed],Thank you for applying to Cresta,address removed,,[],no canonical company match,04005bb37d073c3a95af2c23effdeaf4d13385da47a4c25bb9326efee179f511,pending
review-c07ffb2631a41ee83e621854599886011aaf99916bda83b3d36147e9f3f4f9a3,2026-08-24T17:20:45Z,Redcare Pharmacy,Redcare Pharmacy - We received your application!,redcare pharmacy,,[],no canonical company match,38d4ed2c0dc761ba42710f0f435787a8c9510582803a0c1881ebf1a9233e3a45,pending
